datetime,p_up,p_dn,EV,kelly_raw,stake,side,target_up,payoff
2022-01-17 10:00:00+00:00,0.37015,0.62985,0.340107,0.301604,0.075401,DOWN,0,0.085027
2022-01-17 11:00:00+00:00,0.545929,0.454071,0.030055,0.033892,0.008473,UP,0,-0.008473
2022-01-17 12:00:00+00:00,0.569541,0.430459,0.074607,0.084131,0.021033,UP,1,0.018652
2022-01-17 13:00:00+00:00,0.343283,0.656717,0.39727,0.352296,0.088074,DOWN,1,-0.088074
2022-01-17 14:00:00+00:00,0.36971,0.63029,0.341043,0.302434,0.075609,DOWN,0,0.085261
2022-01-17 15:00:00+00:00,0.555607,0.444393,0.048315,0.054483,0.013621,UP,0,-0.013621
2022-01-17 16:00:00+00:00,0.59273,0.40727,0.118358,0.133468,0.033367,UP,0,-0.033367
2022-01-17 17:00:00+00:00,0.627201,0.372799,0.183398,0.206811,0.051703,UP,1,0.04585
2022-01-17 18:00:00+00:00,0.52541,0.47459,0.0,0.0,0.0,NO_BET,1,0.0
2022-01-17 19:00:00+00:00,0.330073,0.669927,0.425377,0.377221,0.094305,DOWN,0,0.106344
2022-01-17 20:00:00+00:00,0.471981,0.528019,0.123444,0.109469,0.027367,DOWN,0,0.030861
2022-01-17 21:00:00+00:00,0.646284,0.353716,0.219404,0.247413,0.061853,UP,1,0.054851
2022-01-17 22:00:00+00:00,0.486606,0.513394,0.0,0.0,0.0,NO_BET,1,0.0
2022-01-17 23:00:00+00:00,0.357909,0.642091,0.366152,0.324701,0.081175,DOWN,1,-0.081175
2022-01-18 00:00:00+00:00,0.330488,0.669512,0.424493,0.376437,0.094109,DOWN,0,0.106123
2022-01-18 01:00:00+00:00,0.41113,0.58887,0.252915,0.224284,0.056071,DOWN,1,-0.056071
2022-01-18 02:00:00+00:00,0.502275,0.497725,0.0,0.0,0.0,NO_BET,0,0.0
2022-01-18 03:00:00+00:00,0.516481,0.483519,0.0,0.0,0.0,NO_BET,0,0.0
2022-01-18 04:00:00+00:00,0.607118,0.392882,0.145505,0.164081,0.04102,UP,1,0.036376
2022-01-18 05:00:00+00:00,0.447172,0.552828,0.17623,0.15628,0.03907,DOWN,1,-0.03907
2022-01-18 06:00:00+00:00,0.381671,0.618329,0.315594,0.279866,0.069967,DOWN,0,0.078899
2022-01-18 07:00:00+00:00,0.545582,0.454418,0.029401,0.033154,0.008288,UP,0,-0.008288
2022-01-18 08:00:00+00:00,0.607355,0.392645,0.145954,0.164586,0.041147,UP,1,0.036488
2022-01-18 09:00:00+00:00,0.548248,0.451752,0.034429,0.038824,0.009706,UP,1,0.008607
2022-01-18 10:00:00+00:00,0.386331,0.613669,0.305679,0.271074,0.067768,DOWN,0,0.07642
2022-01-18 11:00:00+00:00,0.367047,0.632953,0.346708,0.307458,0.076865,DOWN,0,0.086677
2022-01-18 12:00:00+00:00,0.637099,0.362901,0.202074,0.227871,0.056968,UP,0,-0.056968
2022-01-18 13:00:00+00:00,0.610254,0.389746,0.151422,0.170753,0.042688,UP,0,-0.042688
2022-01-18 14:00:00+00:00,0.593619,0.406381,0.120035,0.135359,0.03384,UP,1,0.030009
2022-01-18 15:00:00+00:00,0.530856,0.469144,0.0,0.0,0.0,NO_BET,1,0.0
2022-01-18 16:00:00+00:00,0.320479,0.679521,0.445789,0.395322,0.098831,DOWN,0,0.111447
2022-01-18 17:00:00+00:00,0.566367,0.433633,0.068617,0.077377,0.019344,UP,1,0.017154
2022-01-18 18:00:00+00:00,0.635083,0.364917,0.19827,0.223581,0.055895,UP,1,0.049567
2022-01-18 19:00:00+00:00,0.416192,0.583808,0.242145,0.214733,0.053683,DOWN,1,-0.053683
2022-01-18 20:00:00+00:00,0.363469,0.636531,0.354322,0.31421,0.078553,DOWN,1,-0.078553
2022-01-18 21:00:00+00:00,0.345125,0.654875,0.393351,0.34882,0.087205,DOWN,1,-0.087205
2022-01-18 22:00:00+00:00,0.366747,0.633253,0.347348,0.308025,0.077006,DOWN,0,0.086837
2022-01-18 23:00:00+00:00,0.468645,0.531355,0.130542,0.115763,0.028941,DOWN,0,0.032635
2022-01-19 00:00:00+00:00,0.579883,0.420117,0.094119,0.106135,0.026534,UP,1,0.02353
2022-01-19 01:00:00+00:00,0.346038,0.653962,0.391408,0.347098,0.086774,DOWN,0,0.097852
2022-01-19 02:00:00+00:00,0.370514,0.629486,0.339332,0.300917,0.075229,DOWN,0,0.084833
2022-01-19 03:00:00+00:00,0.615463,0.384537,0.161251,0.181836,0.045459,UP,1,0.040313
2022-01-19 04:00:00+00:00,0.602969,0.397031,0.137677,0.155253,0.038813,UP,1,0.034419
2022-01-19 05:00:00+00:00,0.479025,0.520975,0.0,0.0,0.0,NO_BET,0,0.0
2022-01-19 06:00:00+00:00,0.501829,0.498171,0.0,0.0,0.0,NO_BET,0,0.0
2022-01-19 07:00:00+00:00,0.644943,0.355057,0.216873,0.244559,0.06114,UP,1,0.054218
2022-01-19 08:00:00+00:00,0.569778,0.430222,0.075053,0.084634,0.021159,UP,1,0.018763
