pnl_total,bank_final
1607.2249999999985,1857.2249999999985
1948.6999999999987,2198.699999999999
990.7999999999986,1240.7999999999986
887.2999999999986,1137.2999999999986
1059.3499999999983,1309.3499999999983
923.9749999999984,1173.9749999999985
1589.9999999999984,1839.9999999999984
2044.0999999999983,2294.0999999999985
1531.7999999999984,1781.7999999999984
1640.3499999999985,1890.3499999999985
1919.0999999999988,2169.0999999999985
959.6999999999985,1209.6999999999985
1539.9999999999986,1789.9999999999986
2254.374999999999,2504.374999999999
1594.3749999999984,1844.3749999999984
2116.8749999999977,2366.8749999999977
2006.9249999999986,2256.9249999999984
1597.2749999999985,1847.2749999999985
1226.1499999999983,1476.1499999999983
2327.7499999999986,2577.7499999999986
1733.7749999999983,1983.7749999999983
1940.5749999999987,2190.574999999999
2661.524999999998,2911.524999999998
2628.699999999998,2878.699999999998
2307.7249999999985,2557.7249999999985
2452.5249999999983,2702.5249999999983
1632.7749999999987,1882.7749999999987
1994.9499999999987,2244.949999999999
2484.3999999999987,2734.3999999999987
2799.749999999998,3049.749999999998
2628.949999999998,2878.949999999998
1526.5749999999985,1776.5749999999985
2256.124999999998,2506.124999999998
2161.524999999999,2411.524999999999
1939.3249999999987,2189.324999999999
2562.8249999999985,2812.8249999999985
2119.3999999999983,2369.3999999999983
2170.8999999999983,2420.8999999999983
2631.424999999999,2881.424999999999
2672.9249999999984,2922.9249999999984
1922.0249999999987,2172.0249999999987
1921.0749999999985,2171.0749999999985
1513.9499999999985,1763.9499999999985
1456.0249999999985,1706.0249999999985
3138.924999999998,3388.924999999998
2332.6499999999987,2582.6499999999987
1051.9999999999984,1301.9999999999984
1169.2249999999985,1419.2249999999985
2178.6499999999983,2428.6499999999983
1665.9249999999986,1915.9249999999986
854.6749999999986,1104.6749999999986
2687.524999999998,2937.524999999998
1620.2999999999984,1870.2999999999984
1241.9999999999986,1491.9999999999986
1483.8249999999985,1733.8249999999985
2414.3499999999985,2664.3499999999985
979.5999999999985,1229.5999999999985
1779.1999999999987,2029.1999999999987
1290.7499999999984,1540.7499999999984
1913.8749999999984,2163.874999999998
1545.6749999999986,1795.6749999999986
2470.874999999998,2720.874999999998
2442.6499999999987,2692.6499999999987
2578.299999999999,2828.299999999999
2114.624999999998,2364.624999999998
1368.6499999999983,1618.6499999999983
739.3249999999987,989.3249999999987
2011.4499999999985,2261.4499999999985
1379.8999999999987,1629.8999999999987
2837.999999999998,3087.999999999998
2167.6999999999985,2417.6999999999985
2291.874999999998,2541.874999999998
1991.7749999999985,2241.7749999999987
1069.9499999999985,1319.9499999999985
1479.4499999999985,1729.4499999999985
1797.7749999999985,2047.7749999999985
2237.8999999999987,2487.8999999999987
2471.974999999998,2721.974999999998
1644.3999999999985,1894.3999999999985
2101.7499999999986,2351.7499999999986
2149.449999999998,2399.449999999998
1596.4999999999986,1846.4999999999986
1312.7499999999986,1562.7499999999986
3089.3749999999986,3339.3749999999986
2352.574999999998,2602.574999999998
1640.2499999999989,1890.2499999999989
2695.2499999999986,2945.2499999999986
2610.524999999998,2860.524999999998
1438.024999999999,1688.024999999999
2566.2999999999984,2816.2999999999984
1334.9999999999984,1584.9999999999984
1286.8999999999983,1536.8999999999983
1927.0499999999984,2177.0499999999984
2354.799999999999,2604.799999999999
2142.374999999999,2392.374999999999
3444.899999999998,3694.899999999998
1586.5749999999985,1836.5749999999985
1410.6999999999987,1660.6999999999987
1128.0749999999985,1378.0749999999985
2210.199999999998,2460.199999999998
956.2249999999985,1206.2249999999985
1257.6249999999984,1507.6249999999984
2454.724999999998,2704.724999999998
1323.4499999999985,1573.4499999999985
2468.5499999999984,2718.5499999999984
1886.1249999999989,2136.124999999999
3012.8499999999985,3262.8499999999985
1208.0999999999983,1458.0999999999983
2302.1499999999983,2552.1499999999983
2578.374999999998,2828.374999999998
1382.2249999999985,1632.2249999999985
1319.0499999999986,1569.0499999999986
2406.4749999999985,2656.4749999999985
1018.7749999999986,1268.7749999999987
1358.3999999999985,1608.3999999999985
1128.8999999999983,1378.8999999999983
1208.1249999999984,1458.1249999999984
2018.7999999999981,2268.7999999999984
1596.4499999999985,1846.4499999999985
2360.9499999999985,2610.9499999999985
2376.2999999999984,2626.2999999999984
2378.8749999999986,2628.8749999999986
2440.2999999999984,2690.2999999999984
2014.9999999999986,2264.9999999999986
2825.5249999999987,3075.5249999999987
2712.8249999999985,2962.8249999999985
2833.4499999999985,3083.4499999999985
1850.8999999999983,2100.8999999999983
2022.1999999999987,2272.199999999999
2102.549999999999,2352.549999999999
2099.1249999999986,2349.1249999999986
1965.4499999999985,2215.4499999999985
2055.7749999999987,2305.7749999999987
1202.5999999999983,1452.5999999999983
2252.8499999999985,2502.8499999999985
2098.624999999998,2348.624999999998
1927.3249999999987,2177.324999999999
2122.9749999999985,2372.9749999999985
2036.8249999999987,2286.824999999999
2428.2749999999983,2678.2749999999983
1355.6999999999987,1605.6999999999987
1314.4999999999986,1564.4999999999986
1635.0749999999985,1885.0749999999985
3089.0249999999983,3339.0249999999983
1551.7999999999986,1801.7999999999986
1043.1249999999984,1293.1249999999984
2337.524999999998,2587.524999999998
451.44999999999857,701.4499999999986
2051.8249999999985,2301.8249999999985
779.1999999999985,1029.1999999999985
1240.6749999999986,1490.6749999999986
1152.0749999999982,1402.0749999999982
1589.0749999999987,1839.0749999999987
156.3499999999985,406.3499999999985
2056.6249999999986,2306.6249999999986
2435.9999999999986,2685.9999999999986
2297.7249999999985,2547.7249999999985
2241.0499999999984,2491.0499999999984
1988.924999999998,2238.924999999998
1999.6249999999984,2249.624999999998
1921.3499999999985,2171.3499999999985
2316.1749999999984,2566.1749999999984
1430.1499999999985,1680.1499999999985
2095.724999999998,2345.724999999998
1456.3999999999983,1706.3999999999983
2183.8999999999983,2433.8999999999983
1611.8749999999986,1861.8749999999986
1660.3249999999985,1910.3249999999985
796.2749999999984,1046.2749999999983
3757.3749999999986,4007.3749999999986
1734.2999999999984,1984.2999999999984
2584.324999999998,2834.324999999998
1402.6749999999986,1652.6749999999986
1334.9999999999984,1584.9999999999984
1516.0249999999983,1766.0249999999983
785.8499999999985,1035.8499999999985
1877.3749999999984,2127.374999999998
2817.9499999999985,3067.9499999999985
2729.5249999999983,2979.5249999999983
2310.5249999999983,2560.5249999999983
2435.424999999999,2685.424999999999
1594.3499999999985,1844.3499999999985
742.0499999999985,992.0499999999985
1754.5499999999986,2004.5499999999986
1528.2999999999986,1778.2999999999986
2633.274999999998,2883.274999999998
1536.2749999999987,1786.2749999999987
2373.6999999999985,2623.6999999999985
2337.499999999998,2587.499999999998
1484.4249999999986,1734.4249999999986
1531.1749999999986,1781.1749999999986
2245.7499999999986,2495.7499999999986
1901.8249999999985,2151.8249999999985
2884.399999999998,3134.399999999998
1535.7499999999986,1785.7499999999986
1901.2499999999986,2151.2499999999986
1502.1499999999985,1752.1499999999985
2461.0499999999984,2711.0499999999984
2426.4749999999985,2676.4749999999985
2068.499999999998,2318.499999999998
3213.499999999998,3463.499999999998
1909.4499999999985,2159.4499999999985
2231.0249999999983,2481.0249999999983
2482.574999999999,2732.574999999999
1717.4499999999987,1967.4499999999987
2813.0499999999984,3063.0499999999984
2250.2499999999986,2500.2499999999986
2132.7999999999984,2382.7999999999984
2743.6249999999986,2993.6249999999986
666.3749999999984,916.3749999999984
2787.1249999999986,3037.1249999999986
1665.7749999999987,1915.7749999999987
2208.374999999998,2458.374999999998
1619.099999999998,1869.099999999998
1447.2999999999984,1697.2999999999984
2548.2999999999984,2798.2999999999984
904.4749999999987,1154.4749999999985
1714.5499999999986,1964.5499999999986
3501.9999999999986,3751.9999999999986
2545.424999999999,2795.424999999999
1910.9749999999988,2160.9749999999985
1826.9749999999988,2076.9749999999985
2312.6499999999987,2562.6499999999987
1025.8999999999985,1275.8999999999985
3833.624999999998,4083.624999999998
2051.3749999999986,2301.3749999999986
1121.9749999999985,1371.9749999999985
1002.8499999999984,1252.8499999999985
1401.0499999999984,1651.0499999999984
2083.499999999998,2333.499999999998
2796.949999999999,3046.949999999999
2512.4249999999984,2762.4249999999984
1748.5499999999988,1998.5499999999988
1209.2749999999983,1459.2749999999983
2417.999999999998,2667.999999999998
1954.574999999999,2204.574999999999
2417.1499999999987,2667.1499999999987
1826.9499999999987,2076.949999999999
683.4999999999985,933.4999999999985
1273.8749999999986,1523.8749999999986
2428.1249999999986,2678.1249999999986
2579.499999999998,2829.499999999998
2094.0249999999983,2344.0249999999983
3463.3749999999986,3713.3749999999986
1171.9749999999983,1421.9749999999983
1851.7749999999987,2101.7749999999987
2298.499999999998,2548.499999999998
1391.0999999999988,1641.0999999999988
1638.6499999999985,1888.6499999999985
1422.9749999999988,1672.9749999999988
2927.5999999999985,3177.5999999999985
1962.7749999999985,2212.7749999999987
1746.4749999999985,1996.4749999999985
2278.7749999999983,2528.7749999999983
2690.7749999999983,2940.7749999999983
1522.5749999999987,1772.5749999999987
1392.9999999999984,1642.9999999999984
2304.874999999998,2554.874999999998
2823.1249999999986,3073.1249999999986
2285.0499999999984,2535.0499999999984
981.1999999999985,1231.1999999999985
1328.574999999998,1578.574999999998
1571.3249999999985,1821.3249999999985
1458.6749999999986,1708.6749999999986
2404.399999999998,2654.399999999998
2472.624999999998,2722.624999999998
2179.7249999999985,2429.7249999999985
2051.2499999999986,2301.2499999999986
1784.7249999999985,2034.7249999999985
2238.1499999999987,2488.1499999999987
1814.4999999999989,2064.499999999999
1058.3749999999984,1308.3749999999984
2305.474999999998,2555.474999999998
2015.3249999999987,2265.324999999999
2522.999999999999,2772.999999999999
2277.8249999999985,2527.8249999999985
2175.0499999999984,2425.0499999999984
2390.774999999999,2640.774999999999
1666.1999999999987,1916.1999999999987
2432.249999999998,2682.249999999998
1154.474999999998,1404.474999999998
2973.899999999999,3223.899999999999
1934.9749999999983,2184.9749999999985
1141.1499999999985,1391.1499999999985
2551.4249999999984,2801.4249999999984
2697.449999999999,2947.449999999999
2254.224999999998,2504.224999999998
2131.2499999999986,2381.2499999999986
1104.0999999999988,1354.0999999999988
1595.174999999999,1845.174999999999
2702.149999999998,2952.149999999998
1403.1999999999987,1653.1999999999987
2000.8499999999983,2250.8499999999985
1714.0249999999985,1964.0249999999985
2144.449999999998,2394.449999999998
2066.5499999999984,2316.5499999999984
1441.5499999999986,1691.5499999999986
3622.874999999998,3872.874999999998
2579.7749999999983,2829.7749999999983
3128.599999999999,3378.599999999999
1693.8249999999987,1943.8249999999987
1773.6749999999988,2023.6749999999988
2451.1499999999983,2701.1499999999983
1986.5999999999983,2236.5999999999985
925.9499999999987,1175.9499999999987
2515.624999999998,2765.624999999998
2661.4749999999976,2911.4749999999976
1716.6749999999988,1966.6749999999988
1533.8249999999987,1783.8249999999987
2840.874999999998,3090.874999999998
1764.8499999999983,2014.8499999999983
2364.224999999998,2614.224999999998
2459.374999999998,2709.374999999998
911.6999999999986,1161.6999999999985
2532.749999999998,2782.749999999998
1999.9999999999984,2249.999999999998
2865.3999999999983,3115.3999999999983
3280.499999999999,3530.499999999999
1939.4249999999984,2189.4249999999984
2009.9249999999984,2259.9249999999984
1659.3999999999987,1909.3999999999987
1689.8749999999989,1939.8749999999989
1603.0249999999983,1853.0249999999983
1668.0499999999986,1918.0499999999986
3565.124999999998,3815.124999999998
1784.6499999999987,2034.6499999999987
1539.5749999999987,1789.5749999999987
3338.624999999998,3588.624999999998
2784.949999999999,3034.949999999999
1233.6749999999986,1483.6749999999986
1481.4999999999982,1731.4999999999982
1630.1249999999986,1880.1249999999986
1063.3499999999985,1313.3499999999985
3171.5999999999985,3421.5999999999985
2435.5999999999985,2685.5999999999985
1531.9749999999983,1781.9749999999983
1753.8749999999984,2003.8749999999984
2251.274999999998,2501.274999999998
1551.899999999998,1801.899999999998
1913.1499999999985,2163.1499999999987
1455.7999999999981,1705.7999999999981
1844.4249999999984,2094.4249999999984
1472.1999999999985,1722.1999999999985
2744.1999999999985,2994.1999999999985
2417.624999999999,2667.624999999999
1070.8499999999988,1320.8499999999988
2120.499999999998,2370.499999999998
3299.5499999999984,3549.5499999999984
1013.6749999999984,1263.6749999999984
1343.9749999999985,1593.9749999999985
1440.1249999999986,1690.1249999999986
1313.4999999999984,1563.4999999999984
3112.9749999999985,3362.9749999999985
1580.8499999999985,1830.8499999999985
1307.4999999999984,1557.4999999999984
1224.7749999999985,1474.7749999999985
2182.2749999999983,2432.2749999999983
989.0749999999986,1239.0749999999985
2703.8749999999986,2953.8749999999986
2436.5249999999983,2686.5249999999983
2112.1749999999984,2362.1749999999984
1785.449999999999,2035.449999999999
2140.8249999999985,2390.8249999999985
1320.4499999999987,1570.4499999999987
1936.2499999999986,2186.2499999999986
2656.4249999999984,2906.4249999999984
2360.024999999998,2610.024999999998
1537.9249999999984,1787.9249999999984
2009.9249999999984,2259.9249999999984
2383.399999999998,2633.399999999998
2016.3499999999985,2266.3499999999985
2183.7999999999984,2433.7999999999984
1192.7999999999986,1442.7999999999986
1662.4999999999984,1912.4999999999984
1628.0999999999988,1878.0999999999988
1538.9499999999987,1788.9499999999987
2624.2999999999984,2874.2999999999984
2164.6249999999986,2414.6249999999986
1905.5749999999987,2155.574999999999
1116.1749999999986,1366.1749999999986
1466.4999999999984,1716.4999999999984
2346.9499999999985,2596.9499999999985
1506.4249999999986,1756.4249999999986
1584.949999999998,1834.949999999998
885.9499999999988,1135.949999999999
2744.699999999998,2994.699999999998
2306.5249999999983,2556.5249999999983
1718.9749999999985,1968.9749999999985
2286.7499999999986,2536.7499999999986
3055.1249999999995,3305.1249999999995
3642.574999999999,3892.574999999999
2433.624999999998,2683.624999999998
1853.449999999999,2103.449999999999
2527.724999999999,2777.724999999999
1637.8749999999986,1887.8749999999986
1740.8249999999985,1990.8249999999985
2745.424999999998,2995.424999999998
2127.5999999999985,2377.5999999999985
1190.1499999999985,1440.1499999999985
2178.699999999998,2428.699999999998
2349.299999999999,2599.299999999999
3035.9749999999985,3285.9749999999985
3026.4499999999985,3276.4499999999985
2277.324999999998,2527.324999999998
2620.6499999999987,2870.6499999999987
1979.1499999999983,2229.1499999999983
1499.9749999999983,1749.9749999999983
1868.8749999999986,2118.8749999999986
1828.9249999999988,2078.924999999999
1576.3499999999983,1826.3499999999983
2562.7249999999985,2812.7249999999985
1083.0749999999987,1333.0749999999987
1861.1249999999986,2111.1249999999986
2632.7249999999985,2882.7249999999985
2958.9249999999984,3208.9249999999984
2198.4499999999985,2448.4499999999985
1374.8999999999985,1624.8999999999985
1253.0749999999985,1503.0749999999985
1522.8499999999988,1772.8499999999988
2056.249999999999,2306.249999999999
2263.299999999999,2513.299999999999
2973.3749999999986,3223.3749999999986
1159.0499999999984,1409.0499999999984
2011.6499999999983,2261.6499999999983
1561.849999999998,1811.849999999998
1791.6249999999984,2041.6249999999984
1993.9749999999988,2243.9749999999985
2581.074999999998,2831.074999999998
2571.174999999998,2821.174999999998
1351.6749999999986,1601.6749999999986
1554.4749999999983,1804.4749999999983
2413.599999999998,2663.599999999998
1762.1749999999986,2012.1749999999986
2786.249999999998,3036.249999999998
1737.9499999999987,1987.9499999999987
1558.9999999999986,1808.9999999999986
1434.9999999999984,1684.9999999999984
1503.6499999999985,1753.6499999999985
2445.849999999998,2695.849999999998
1222.1749999999986,1472.1749999999986
1936.9749999999988,2186.9749999999985
2481.299999999999,2731.299999999999
2071.5999999999985,2321.5999999999985
1857.4249999999986,2107.4249999999984
1497.4499999999987,1747.4499999999987
2082.9249999999984,2332.9249999999984
1772.6249999999986,2022.6249999999986
2609.874999999998,2859.874999999998
2031.6749999999988,2281.674999999999
2281.2249999999985,2531.2249999999985
2170.824999999999,2420.824999999999
334.7999999999986,584.7999999999986
1769.4749999999985,2019.4749999999985
1158.7499999999984,1408.7499999999984
3247.2749999999983,3497.2749999999983
1989.2249999999983,2239.2249999999985
2652.2749999999983,2902.2749999999983
